,company,subject,date,description
124,Easy,Entrega inexistente,2019-10-18,"Compré un sillón a través de la página web con despacho a domicilio. El día en que fue programada la entrega, el producto no llegó a mi domicilio. Como previamente ya había tenido problemas con la entrega, me tomé con calma el asunto y llamé al día siguiente para saber cuándo llegaría mi producto. Al realizar la llamada, sin embargo, me encuentro con la sorpresa de que en el sistema aparecía que mi producto ya había sido entregado. ¿Cómo es posible que ocurra algo así? ¿Acaso las personas encargadas del despacho no corroboran dónde y quién realiza la recepción? ¿La empresa no llega una supevisión de lo que hacen sus repartidores? Ahora, resulta que tengo que esperar para que me den ""una solución"", con la consiguiente pérdida de tiempo que ello implica. Realmente el sistema de despacho es una porquería. Por de pronto, al cliente no le proporcionan información respecto a la hora de Entrega de la compra; suelen incumplir las fehas de despacho, y ahora, por si fuera poco, tengo la mala suerte de que mi pruducto se extravió, pero según el sistema aparece ""entregado"". Un chiste. "
125,Chilexpress,No entrega de producto,2019-10-18,"El día de ayer 17-10-2019 debía llegar un producto comprado por mercado libre, el producto no llega y esta en bodegas de Chilexpress (tampoco avanza la orden de transporte). Desde el día 15 esta en el mismo estado. "
126,Casa de la cerveza,Incumplimiento de entreg,2019-10-18,"Soy Claudia Soto, hice una compra por Internet con plazo de entrega de 72 horas, la.compra se hizo el 14 octubre 2019 y el día que se suponía debía llegar, nisiquiera estaba para despacho, era un regalo para el día del profesor. Ahora me dicen que dentro de 10 días hábiles me devolverán el dinero. Muy mala atención, publicidad engañosa, recomiendo no comprar en ese lugar "
127,Claro chile ,Incumplimiento de contrato,2019-10-18,El día 15 de octubre contrate un decodificador full hd y me indicaron que vendrían a instalar el mismo día en horario de 19 a 22 jamás vinieron llegaron al otro día pero no instalo se retiró diciendo que lo activará en otro lugar y volvería en una hora gasto hoy estoy esperando dejo la orden de trabajo número  22983717  Diego Barria es el técnico aludido  e dejado varios reclamos aludidos número reclamo 69417761 
128,Forum,Devolución fuera de plazo,2019-10-18,"1. Atención cliente de los ejecutivos es poco o nula ente eficiente. 0 resolutividad. Deben escalar todo. Y te Dan mil plazos.2. La web de pago forum es pésima. Pague 2 cuotas y me cobraron 4., me dicen que es error del sistema.3. En 15 días hábiles me hacían las Devolución y llevo más de 1 mes. Mando correo todos los días. Y llamo todos los días. Y aún no me Dan respuesta. Es mi dinero y no se si lo están trabajando o que.  Esto es una violacion a mi dinero. Yo actualmente tengo problemas económicos y ellos juegan con la gente. Es mi dinero y no me lo devuelven hace más de 30 días.4. Los ""supervisores"", son un asco, te dicen hoy a las 12. Mañana a las 3. Llame más rato tendrá todo solucionado. Y adivinen. Son igual de mentirosos que todo el sistema de forum.Que hay que hacer llamarlos llorando?5. El daño personal. Laboral y emocional que me han echo no es pagable con la devolución, han superado los límites y excedido la confianza cliente-empresa. "
129,"Despegar ,paquetes de viajes", ***o  de maleta a su transportista,2019-10-18,"Contratamos un  paquete de viaje a Buenos Aires con Despegar. , en la segunda semana de Septiembre 2019.. Este paquete incluia el transporte desde el aeropuerto al hotel y viceversa. El dia de nuestro regreso, el transportista de Despegar, nos vino a recojer al hotel, y le entregamos nuestra maleta que el deposito en el comnpartimento trasero del minibus, y nosotros en tanto, nos fuimos a sentarnos al in terior del minibus.El chofer volvio al hotel porque esperaba a otro pasajero que  no aparecia aun. Al regresar luego de 10 minutos aproximadamente, al abrir el compartimento del equipaje, se percata que nuestra maleta y la de otro pasajero, habian desaparecido  o robadas por terceros. Nosotros, dcebimos regresar a Santiago sin nuestra maleta y pertenencias.El transportista, luego de varios dias nos contactan via Email, para que le enviemos un listado de lo que incluia esa maleta y los valores pertinetes.  Nosotros les enviamos ese listado, que incluia el valor de esa maleta y la ropa , hombre y mujer, varios regalos y otros,  que incluia , y el valor que estimamos era de aproximadamente 900 dolares . Posteriormente, avisan que solo nos reembolsan  300 dolares, o sea , una tercera parte del valor de nuestra pertenencias  Rabia e impotencia , porque Despegar solo actuaba como un mero intermediario,  transmitiendo nuestras quejas al transportista, e informando que NO  podian hacer nada mas.. No tuvimos mas remedio que aceptar ese monto.Y ahora, nosotros preguntamos: lo siguiente : :   En el paquete, nosotros elegimos la Aerolinea y el Hotel, y cualquier problema entendemos que es algo Directo con ellos Pero el transportista lo subcontrata Despegar, nosotros somos, portanto, pasajeros de Despegar, y el transportista de hecho, una extension  directa de Despegar,quien es el que  deberia asumir su responsabilidad por el valor  total de nuestro equipaje.    O ESTAMOS EQUIVOCADOS????? "
130,Linio,Reembolso,2019-10-18,"Es la primera vez que compro a través de este medio y me parece inaudita la respuesta de seguir postergando una solución.C ompre el producto el 30 de Septiembre, quedo de llegar entre el 2 ó 3 de octubre, pasada esa fecha llame para ver el estado de mi pedido y me dijeron que llegaría a mas tardar el día 10 de octubre, posterior a esa fecha me indicaron que iban a hacer la devolución del dinero debido a que el producto había sido extraviado y el proovedor lo tenia agotado, hasta la fecha no me han hecho devolución de mi dinero. "
131,Www.mercadolibre.cl,"Producto no ha llegado, vendedor no responde celular",2019-10-18,"Quiero dar a conocer mi malestar por la pésima calidad de servicio de mercado Libre, solo les interesa cerrar una compra pero no se hacen responsables cuando algo no funciona. Una buena calidad de servicio opera siempre, cuando todo fluye es el ""DESDE"" que deben cumplir, pero cuando algo falla deben dar la cara y ahí nadie se hace responsable.Compre una casco Ls2, tienda oficial de Mercado Libre y nadie se hace responsable por la demora. Desgraciadamente el único perjudicado es el cliente.Pésima experiencia, la pagina tampoco da la posibilidad de reclamo ... todo malRaúl "
132,Instituto santa maría chillán,No percibir el bono esolaridad,2019-10-18,"Estimados necesito, saber cuando estarán disponibles los recursos, para pagar el bono escolar de quienes lo declaramos en la segunda instancia, pues en la página aparecía la precaria información que se depositarían cuando tengan los recursos. Pero cuándo será eso? Diciembre cuando mis dos hijos estén terminando el año escolar? Ruego una respuesta sería y formal frenta a dicha problemática. Esperando una buena acogida de vuestra parte me despido cordialmente,MIrta Belmar "
133,Aiep,Negligencia en asignar deuda que no corresponde y acoso,2019-10-18,"Es el colmo que me hayan generado un perjuicio al asignarme una deuda NO TENIENDO NINGÚN VÍNCULO CON ESTA INSTITUCIÓN, supuestamente alguien se equivocó y puso mi rut asociado a otra persona que tenía deuda y justo cuando estaba solicitando una re-financiamiento de un crédito hipotecario aparezco con ellos con una deuda en Dicom, que más encima cuando fui a reclamar la persona que me atendió tuvo una pésima actitud, yo le decía que sacara un certificado de nacimiento en línea y gratis para que confirmara que había un error y nada, tuve que estar buscando al jefe etc. Con todo esto sería la última institución que seleccionaría para estudiar y ahora me llaman hasta los días domingos para ofrecerme postulaciones. Estoy cansada que me llamen para molestarme, sobre todo cuando estoy trabajando, Quiero que entienda que para mi el sólo escuchar el nombre aiep me genera demasiado rechazado y estoy muy lejos de querer que tener un vínculo con ellos para que no pierdan su tiempo. Por supuesto cada vez que me llamen haré este tipo de denuncias en todas las redes sociales o medios disponibles. "
134,Colmena,Rechazo licencias,2019-10-18,"Tengo 34 años, 3 hijas, en el último embarazo me diagnosticaron depresión postparto, Llevo años siendo afiliada de Isapre Colmena, nunca he tenido una licencia que no sea por pre y post natal, y por primera vez hoy que estoy enferma lo único qué hacen es rechazar y rechazar mis licencias, fui incluso a peritaje, tengo controles psiquiátricos y psicológicos cada dos semanas en una Clínica particular, presentando informes y no es suficiente. Me da rabia que lleguen y rechacen si ver el historial del afiliado como dije, era sana y nunca tuve una licencia o iba al doctor.Cuando me recupere de esto, lo primero que haré será cambiarme de Isapre más encima es una de las más caras "
135,Travel club   banco de chile,Compra nunca llegó,2019-10-18,"Compré entradas al cine vía canje de dólares premio para la función del día siguiente. Me llegó la boleta, pero el código de las entradas no. Reclamé y me informaron que la ejecutiva asignada era Tatiana Peric y que la resolución de mi reclamo podía tardar hasta 72h hábiles. Llamé de nuevo para pedir que reenviaran el código manualmente, pero ya no contestan el teléfono.En asistencia comercial del Banco Citi-Edwards dicen que ellos ""no tienen interacción con el programa de canjes""...¿en serio pueden decir eso?Señores, el beneficio viene de usar SUS tarjetas de crédito. Ustedes sí son parte del mal servicio que da la agencia y su respuesta es una irresponsabilidad. "
136,Cencosud,Acoso telefónico a numero equivocado,2019-10-18,"Hace cono 1 año están llamando insistentemente a la empresa que pertenezco (SientificGames) desde hace mas de 8 años, y preguntando por una persona (Sr. Cansino )que nunca ha trabajado en esta empresa, les he reiterado en varias ocasiones es que la persona no trabaja acá, pero vuelven a llamar, parecen  no son capaces de saber si llaman a particular o empresa y tomar una medida mas inteligente para realizar sus cobranzas y no importunar a las personas que no corresponden. "
137,Claro chile,No llega el producto ,2019-10-18,"Aun espero respuestas claras con respecto a que aun no llega el equipo que compre, solo respuestas vagas q al final no solucionan nada. Ni siquiera me han dicho donde viene exactamente el producto ni siquiera si esta en camino. Muy mala gestion, y pesima atencion a los clientes,que mas queda decir. Me gustaria saber una fexha determinada y realmente si llegara, de lo contrario cancelar el pedido.Cabe mencionar que anteriormente ya habia hecho un reclamo del mismo despacho, me llegaron correos de Claro diciendo que solucionarian el problema, pero ni siquiera han llamado. "
